controller_label,seed0,episode_id,max_R
normal,1000,240,0.1984491509533162
normal,1000,241,0.5031004409778165
normal,1000,242,0.4888284569380004
normal,1000,243,0.2967731853069537
normal,1000,244,0.4368721619136422
normal,1000,245,0.544864666127428
normal,1000,246,0.4465419798554728
normal,1000,247,0.0993463033836818
normal,1000,248,0.4472288033269277
normal,1000,249,0.4405658535304253
normal,1000,250,0.2802446179905938
normal,1000,251,0.4351264114985732
normal,1000,252,0.4241378008206833
normal,1000,253,0.1523565820446055
normal,1000,254,0.1530709580013591
normal,1000,255,0.1783063643661962
normal,1000,256,0.3310584446813342
normal,1000,257,0.4897878273296574
normal,1000,258,0.5169206252401778
normal,1000,259,0.2356918262026823
normal,1000,260,0.225660945108528
normal,1000,261,0.4493625921286233
normal,1000,262,0.5401050158794528
normal,1000,263,0.4171971473359659
normal,1000,264,0.2044757533139952
normal,1000,265,0.4353076590147845
normal,1000,266,0.4283921482250289
normal,1000,267,0.441849467205383
normal,1000,268,0.4663443363539999
normal,1000,269,0.4566078436312378
normal,1000,270,0.5137947733514606
normal,1000,271,0.4689783560234814
normal,1000,272,0.1991400347565061
normal,1000,273,0.2397413029963942
normal,1000,274,0.439802547031769
normal,1000,275,0.4516530091193182
normal,1000,276,0.169293554116568
normal,1000,277,0.4585707065224896
normal,1000,278,0.1327309128158598
normal,1000,279,0.4784931424894907
normal,1000,280,0.4420473160178084
normal,1000,281,0.1535413303786525
normal,1000,282,0.5312060291297671
normal,1000,283,0.468634672471318
normal,1000,284,0.1530709580013591
normal,1000,285,0.3665255933076515
normal,1000,286,0.2348354241159606
normal,1000,287,0.4493151396112255
normal,1000,288,0.4905159106861334
normal,1000,289,0.1627395264945652
normal,1000,290,0.4318659382591805
normal,1000,291,0.4590545325844742
normal,1000,292,0.4348298456210275
normal,1000,293,0.4633571249931581
normal,1000,294,0.1327309128158598
normal,1000,295,0.5275134789486265
normal,1000,296,0.5478611032689803
normal,1000,297,0.1878201102151355
normal,1000,298,0.4320851932634942
normal,1000,299,0.4087406490325305
normal,1000,300,0.4088318439219274
normal,1000,301,0.276435242263287
normal,1000,302,0.3413152610237596
normal,1000,303,0.4667527922364213
normal,1000,304,0.4883194543762295
normal,1000,305,0.5045451864905006
normal,1000,306,0.2259238456410022
normal,1000,307,0.4841130817454251
normal,1000,308,0.4362828888385833
normal,1000,309,0.4100420934412352
normal,1000,310,0.4387071516240495
normal,1000,311,0.1913412356564208
normal,1000,312,0.4959660099598712
normal,1000,313,0.5546722877361447
normal,1000,314,0.4526867279793493
normal,1000,315,0.2558936110877972
normal,1000,316,0.4710977096867361
normal,1000,317,0.1813619949425628
normal,1000,318,0.4940360644648545
normal,1000,319,0.4439597009997169
normal,1000,320,0.4972351067669811
normal,1000,321,0.4468034204255786
normal,1000,322,0.456969035318602
normal,1000,323,0.4575721926066748
normal,1000,324,0.4404375493605548
normal,1000,325,0.4306837790380723
normal,1000,326,0.3009941820727005
normal,1000,327,0.4435187960806937
normal,1000,328,0.4026827131324672
normal,1000,329,0.2489850526497383
normal,1000,330,0.4465293042935467
normal,1000,331,0.1571652129504696
normal,1000,332,0.1530709580013591
normal,1000,333,0.4391015528262047
normal,1000,334,0.2107458248424456
normal,1000,335,0.2051544542880256
normal,1000,336,0.4287351119743776
normal,1000,337,0.307875170538927
normal,1000,338,0.4333066447053038
normal,1000,339,0.4478251265322383
normal,1000,340,0.4048764056647067
normal,1000,341,0.0950333913759428
normal,1000,342,0.4362875132919465
normal,1000,343,0.5097611976512119
normal,1000,344,0.4121841286389625
normal,1000,345,0.4221930180314579
normal,1000,346,0.4290841617397903
normal,1000,347,0.0993166389293176
normal,1000,348,0.2389025680293674
normal,1000,349,0.4444648285206021
normal,1000,350,0.536634297670928
normal,1000,351,0.4967492360833129
normal,1000,352,0.4376380557585684
normal,1000,353,0.4506051417773322
normal,1000,354,0.5001106788867113
normal,1000,355,0.2134980805640934
normal,1000,356,0.4773108293955853
normal,1000,357,0.4943187983938911
normal,1000,358,0.4812854344717478
normal,1000,359,0.2009191337765439
normal,1000,360,0.4754734228034483
normal,1000,361,0.4666023003270124
normal,1000,362,0.486364343998545
normal,1000,363,0.4827302758239314
normal,1000,364,0.4271540936595994
normal,1000,365,0.2879483826399409
normal,1000,366,0.4363685248055925
normal,1000,367,0.423395245483647
normal,1000,368,0.4475991983267841
normal,1000,369,0.42531903267949
normal,1000,370,0.4325620263703021
normal,1000,371,0.4419168852691428
normal,1000,372,0.3990968012260532
normal,1000,373,0.4353416600507473
normal,1000,374,0.4309657200577985
normal,1000,375,0.181698473308417
normal,1000,376,0.4014215994510365
normal,1000,377,0.3856471544981666
normal,1000,378,0.3375553951316889
normal,1000,379,0.4298563542955967
normal,1000,380,0.3466520747760232
normal,1000,381,0.2801735779435009
normal,1000,382,0.1758304850412767
normal,1000,383,0.4213053000808462
normal,1000,384,0.4565364416687633
normal,1000,385,0.4438063450084592
normal,1000,386,0.1530709580013591
normal,1000,387,0.4255282750459825
normal,1000,388,0.2024920764809072
normal,1000,389,0.4430600484699516
normal,1000,390,0.4207956065111872
normal,1000,391,0.4110121322178563
normal,1000,392,0.4603240308055697
normal,1000,393,0.4560237333421451
normal,1000,394,0.1839473924546473
normal,1000,395,0.365789998131647
normal,1000,396,0.0972674012986412
normal,1000,397,0.0915863625207323
normal,1000,398,0.5100427616483739
normal,1000,399,0.4836869436058698
normal,1000,400,0.3043504634503238
normal,1000,401,0.1782199550194793
normal,1000,402,0.4068726881443232
normal,1000,403,0.5041047042801724
normal,1000,404,0.4376843297789978
normal,1000,405,0.4287472444573476
normal,1000,406,0.1881842294840006
normal,1000,407,0.3795082912394099
normal,1000,408,0.4234161949632818
normal,1000,409,0.4599645616426201
normal,1000,410,0.501596965139514
normal,1000,411,0.5030899370427252
normal,1000,412,0.4560898451338099
normal,1000,413,0.4699578206720027
normal,1000,414,0.1530709580013591
normal,1000,415,0.4054394135636717
normal,1000,416,0.4769647885592957
normal,1000,417,0.2207278716251294
normal,1000,418,0.4981222918558003
normal,1000,419,0.4680618515277381
normal,1000,420,0.4264079328312468
normal,1000,421,0.4295047063943138
normal,1000,422,0.3645079649194145
normal,1000,423,0.3332116495721085
normal,1000,424,0.4880522916759631
normal,1000,425,0.1839525069130309
normal,1000,426,0.4464279204145314
normal,1000,427,0.2361555416244895
normal,1000,428,0.5244728591636675
normal,1000,429,0.4533159972290588
normal,1000,430,0.4645277530958089
normal,1000,431,0.2137829670443634
normal,1000,432,0.2311532633420336
normal,1000,433,0.461399157162377
normal,1000,434,0.4411227743012885
normal,1000,435,0.4571359896258431
normal,1000,436,0.4957781961118076
normal,1000,437,0.4890833623781844
normal,1000,438,0.1530709580013591
normal,1000,439,0.5057040030202737
normal,1000,440,0.1709122836446642
normal,1000,441,0.2588192780376145
normal,1000,442,0.4449650536451418
normal,1000,443,0.4469195855683005
normal,1000,444,0.5271170582553931
normal,1000,445,0.4461533817982888
normal,1000,446,0.4414740995788681
normal,1000,447,0.3947089980856329
normal,1000,448,0.5376138515086168
normal,1000,449,0.1535413303786525
normal,1000,450,0.1554709580013591
