seed,episode_id,R_max
1000,240,0.1984491509533162
1000,241,0.5031004409778165
1000,242,0.4888284569380004
1000,243,0.2967731853069537
1000,244,0.4368721619136422
1000,245,0.544864666127428
1000,246,0.4465419798554728
1000,247,0.0993463033836818
1000,248,0.4472288033269277
1000,249,0.4405658535304253
1000,250,0.2802446179905938
1000,251,0.4351264114985732
1000,252,0.4241378008206833
1000,253,0.1523565820446055
1000,254,0.1530709580013591
1000,255,0.1783063643661962
1000,256,0.3310584446813342
1000,257,0.4897878273296574
1000,258,0.5169206252401778
1000,259,0.2356918262026823
1000,260,0.225660945108528
1000,261,0.4493625921286233
1000,262,0.5401050158794528
1000,263,0.4171971473359659
1000,264,0.2044757533139952
1000,265,0.4353076590147845
1000,266,0.4283921482250289
1000,267,0.441849467205383
1000,268,0.4663443363539999
1000,269,0.4566078436312378
1000,270,0.5137947733514606
1000,271,0.4689783560234814
1000,272,0.1991400347565061
1000,273,0.2397413029963942
1000,274,0.439802547031769
1000,275,0.4516530091193182
1000,276,0.169293554116568
1000,277,0.4585707065224896
1000,278,0.1327309128158598
1000,279,0.4784931424894907
1000,280,0.4420473160178084
1000,281,0.1535413303786525
1000,282,0.5312060291297671
1000,283,0.468634672471318
1000,284,0.1530709580013591
1000,285,0.3665255933076515
1000,286,0.2348354241159606
1000,287,0.4493151396112255
1000,288,0.4905159106861334
1000,289,0.1627395264945652
1000,290,0.4318659382591805
1000,291,0.4590545325844742
1000,292,0.4348298456210275
1000,293,0.4633571249931581
1000,294,0.1327309128158598
1000,295,0.5275134789486265
1000,296,0.5478611032689803
1000,297,0.1878201102151355
1000,298,0.4320851932634942
1000,299,0.4087406490325305
1000,300,0.4088318439219274
1000,301,0.276435242263287
1000,302,0.3413152610237596
1000,303,0.4667527922364213
1000,304,0.4883194543762295
1000,305,0.5045451864905006
1000,306,0.2259238456410022
1000,307,0.4841130817454251
1000,308,0.4362828888385833
1000,309,0.4100420934412352
1000,310,0.4387071516240495
1000,311,0.1913412356564208
1000,312,0.4959660099598712
1000,313,0.5546722877361447
1000,314,0.4526867279793493
1000,315,0.2558936110877972
1000,316,0.4710977096867361
1000,317,0.1813619949425628
1000,318,0.4940360644648545
1000,319,0.4439597009997169
1000,320,0.4972351067669811
1000,321,0.4468034204255786
1000,322,0.456969035318602
1000,323,0.4575721926066748
1000,324,0.4404375493605548
1000,325,0.4306837790380723
1000,326,0.3009941820727005
1000,327,0.4435187960806937
1000,328,0.4026827131324672
1000,329,0.2489850526497383
1000,330,0.4465293042935467
1000,331,0.1571652129504696
1000,332,0.1530709580013591
1000,333,0.4391015528262047
1000,334,0.2107458248424456
1000,335,0.2051544542880256
1000,336,0.4287351119743776
1000,337,0.307875170538927
1000,338,0.4333066447053038
1000,339,0.4478251265322383
1000,340,0.4048764056647067
1000,341,0.0950333913759428
1000,342,0.4362875132919465
1000,343,0.5097611976512119
1000,344,0.4121841286389625
1000,345,0.4221930180314579
1000,346,0.4290841617397903
1000,347,0.0993166389293176
1000,348,0.2389025680293674
1000,349,0.4444648285206021
1000,350,0.536634297670928
